date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:32:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Oct%202024%2006:02:53%20GMT	http://new-ella-demo.myshopify.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8.js?v=20220906	C:/My%20Web%20Sites/ella/new-ella-demo.myshopify.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8b805.js	(from https://new-ella-demo.myshopify.com/?fts=0)
11:32:52	51984/51984	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2016:42:28%20GMT	https://new-ella-demo.myshopify.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8.js?v=20220906	C:/My%20Web%20Sites/ella/new-ella-demo.myshopify.com/cdn/shopifycloud/shopify/assets/shopify_pay/storefront-80e528be853eac23af2454534897ca9536b1d3d04aa043b042f34879a3c111c8b805.js	(from https://new-ella-demo.myshopify.com/?fts=0)
11:32:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Oct%202024%2006:02:59%20GMT	http://new-ella-demo.myshopify.com/cdn/shop/t/196/compiled_assets/scripts.js?129585	C:/My%20Web%20Sites/ella/new-ella-demo.myshopify.com/cdn/shop/t/196/compiled_assets/scripts318b.js	(from https://new-ella-demo.myshopify.com/?fts=0)
11:32:56	214687/214687	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2002%20Oct%202024%2005:55:33%20GMT	https://new-ella-demo.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/My%20Web%20Sites/ella/new-ella-demo.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://new-ella-demo.myshopify.com/?fts=0)
11:32:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Oct%202024%2006:03:00%20GMT	http://new-ella-demo.myshopify.com/cdn/shop/t/196/assets/base.css?v=158851784076757112611720690792	C:/My%20Web%20Sites/ella/new-ella-demo.myshopify.com/cdn/shop/t/196/assets/base78ce.css	(from https://new-ella-demo.myshopify.com/?fts=0)
11:32:58	39095/39095	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2023%20Sep%202024%2007:02:02%20GMT	https://new-ella-demo.myshopify.com/cdn/shop/t/196/compiled_assets/scripts.js?129585	C:/My%20Web%20Sites/ella/new-ella-demo.myshopify.com/cdn/shop/t/196/compiled_assets/scripts318b.js	(from https://new-ella-demo.myshopify.com/?fts=0)
11:32:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Oct%202024%2006:03:02%20GMT	http://new-ella-demo.myshopify.com/cdn/shop/t/196/assets/animated.css?v=91884483947907798981720691879	C:/My%20Web%20Sites/ella/new-ella-demo.myshopify.com/cdn/shop/t/196/assets/animated5b9b.css	(from https://new-ella-demo.myshopify.com/?fts=0)
11:32:59	136389/136389	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Jul%202024%2009:42:49%20GMT	https://new-ella-demo.myshopify.com/cdn/shop/t/196/assets/base.css?v=158851784076757112611720690792	C:/My%20Web%20Sites/ella/new-ella-demo.myshopify.com/cdn/shop/t/196/assets/base78ce.css	(from https://new-ella-demo.myshopify.com/?fts=0)
11:33:00	6932/6932	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Jul%202024%2009:59:37%20GMT	https://new-ella-demo.myshopify.com/cdn/shop/t/196/assets/animated.css?v=91884483947907798981720691879	C:/My%20Web%20Sites/ella/new-ella-demo.myshopify.com/cdn/shop/t/196/assets/animated5b9b.css	(from https://new-ella-demo.myshopify.com/?fts=0)
11:33:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2002%20Oct%202024%2006:03:04%20GMT	http://new-ella-demo.myshopify.com/cdn/shop/t/196/assets/component-card.css?v=118585521889467791381720690586	C:/My%20Web%20Sites/ella/new-ella-demo.myshopify.com/cdn/shop/t/196/assets/component-card5c1b.css	(from https://new-ella-demo.myshopify.com/?fts=0)
